Epoch	Fitness
1	0.709420955882353
2	0.709420955882353
3	0.7345620149101306
4	0.7363878038194445
5	0.7363878038194445
6	0.7363878038194445
7	0.7363878038194445
8	0.7363878038194445
9	0.7363878038194445
10	0.7363878038194445
11	0.7363878038194445
12	0.7363878038194445
13	0.7363878038194445
14	0.7363878038194445
15	0.7464377808415033
16	0.7464377808415033
17	0.7464377808415033
18	0.7464377808415033
19	0.7464377808415033
20	0.7464377808415033
21	0.7464377808415033
22	0.7498844720179738
23	0.7498844720179738
24	0.7498844720179738
25	0.7498844720179738
26	0.7498844720179738
27	0.7498844720179738
28	0.7498844720179738
29	0.7498844720179738
30	0.7498844720179738
31	0.7498844720179738
32	0.7498844720179738
33	0.7642874923406863
34	0.7653582005718954
35	0.7653582005718954
36	0.7653582005718954
37	0.7653582005718954
38	0.7653582005718954
39	0.7653582005718954
40	0.7653582005718954
41	0.7653582005718954
42	0.7653582005718954
43	0.7653582005718954
44	0.7653582005718954
45	0.7653582005718954
46	0.7653582005718954
47	0.7653582005718954
48	0.7653582005718954
49	0.7653582005718954
50	0.7653582005718954
51	0.7653582005718954
52	0.7653582005718954
53	0.7653582005718954
54	0.7653582005718954
55	0.7653582005718954
56	0.7653582005718954
57	0.7653582005718954
58	0.7653582005718954
59	0.7653582005718954
60	0.7653582005718954
61	0.7653582005718954
62	0.7653582005718954
63	0.7653582005718954
64	0.7653582005718954
65	0.7653582005718954
66	0.7653582005718954
67	0.7653582005718954
68	0.7653582005718954
69	0.7653582005718954
70	0.7653582005718954
71	0.7653582005718954
72	0.7653582005718954
73	0.7653582005718954
74	0.7653582005718954
75	0.7653582005718954
76	0.7653582005718954
77	0.7653582005718954
78	0.7653582005718954
79	0.7697230519812092
80	0.7697230519812092
81	0.7697230519812092
82	0.7697230519812092
83	0.7697230519812092
84	0.7697230519812092
85	0.7697230519812092
86	0.7697230519812092
87	0.7697230519812092
88	0.7697230519812092
89	0.7697230519812092
90	0.7697230519812092
91	0.7697230519812092
92	0.7697230519812092
93	0.7697230519812092
94	0.7697230519812092
95	0.7697230519812092
96	0.7697230519812092
97	0.7697230519812092
98	0.7697230519812092
99	0.7697230519812092
100	0.7697230519812092
