Epoch	Fitness
1	0.7006918913398693
2	0.7014619715073529
3	0.7007917815563726
4	0.7014447380514706
5	0.7018442989174836
6	0.7017919602736928
7	0.7018082363153595
8	0.7033011642156863
9	0.702020143995098
10	0.7021487566380719
11	0.7064583971609477
12	0.7021337571486927
13	0.7021337571486927
14	0.7025604447508169
15	0.7025914011437908
16	0.7025764016544118
17	0.7040540109272876
18	0.7040540109272876
19	0.704055925755719
20	0.7043431500204248
21	0.7043431500204248
22	0.7042151756535948
23	0.7040635850694444
24	0.7040591171364379
25	0.704046670751634
26	0.7041245404411764
27	0.7040540109272876
28	0.7041890063316993
29	0.704263365502451
30	0.7041701771854576
31	0.7079580269607844
32	0.7079580269607844
33	0.7062592550040849
34	0.7062592550040849
35	0.7082596124387255
36	0.7080840864991831
37	0.7080840864991831
38	0.7081740834354575
39	0.7073420904820262
40	0.7071962443831699
41	0.7071844362745099
42	0.7071844362745099
43	0.7071844362745099
44	0.7070414624183007
45	0.7090906479779412
46	0.7090906479779412
47	0.7086109834558824
48	0.707013059129902
49	0.7077368642769608
50	0.707986430249183
51	0.7099213643790849
52	0.709942746629902
53	0.709942746629902
54	0.709942746629902
55	0.7081807853349673
56	0.7081252553104576
57	0.7081105749591503
58	0.7083760978349674
59	0.7087411917892157
60	0.7089396956699346
61	0.7087472554125817
62	0.7087472554125817
63	0.708728107128268
64	0.7087134267769608
65	0.708835018382353
66	0.708728107128268
67	0.7086748110702614
68	0.7089499080882353
69	0.7110160079656862
70	0.7110026041666666
71	0.7110160079656862
72	0.7110026041666666
73	0.7110236672794117
74	0.7089894812091503
75	0.71238383374183
76	0.7124585120506537
77	0.7124585120506537
78	0.7137251710580066
79	0.7153668172998366
80	0.7154437295751634
81	0.7145405688316993
82	0.7145405688316993
83	0.7145405688316993
84	0.7145405688316993
85	0.7146477992238562
86	0.7145405688316993
87	0.7145913117851307
88	0.7145405688316993
89	0.714538015727124
90	0.7145380157271242
91	0.7145386540032679
92	0.7145386540032679
93	0.7145386540032679
94	0.7145386540032679
95	0.7145386540032679
96	0.7133801828022875
97	0.711129301981209
98	0.7136259191176471
99	0.7138250612745098
100	0.7147607741013071

